"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Rocks Coding, Not Development: A Human-Centric, Experimental Evaluation of LLM-Supported SE Tasks","https://scispace.com/paper/rocks-coding-not-development-a-human-centric-experimental-47grqizeic","2024","Journal Article","","Wei Wang
Hongli Ning
Gaowei Zhang
Libo Liu
Yi Wang","10.1145/3643758","","Recently, large language models (LLM) based generative AI has been gaining momentum for their impressive high-quality performances in multiple domains, particularly after the release of the ChatGPT. Many believe that they have the potential to perform general-purpose problem-solving in software development and replace human software developers. Nevertheless, there are in a lack of serious investigation into the capability of these LLM techniques in fulfilling software development tasks. In a controlled 2 × 2 between-subject experiment with 109 participants, we examined whether and to what degree working with ChatGPT was helpful in the coding task and typical software development task and how people work with ChatGPT. We found that while ChatGPT performed well in solving simple coding problems, its performance in supporting typical software development tasks was not that good. We also observed the interactions between participants and ChatGPT and found the relations between the interactions and the outcomes. Our study thus provides first-hand insights into using ChatGPT to fulfill software engineering tasks with real-world developers and motivates the need for novel interaction mechanisms that help developers effectively work with large language models to achieve desired outcomes. ","This study evaluates the effectiveness of ChatGPT in software development tasks, finding it excels in simple coding but struggles with typical software development tasks, highlighting the need for novel interaction mechanisms to enhance collaboration between developers and large language models."
"Investigating the Impact of Code Generation Tools (ChatGPT & Github CoPilot) on Programming Education","https://scispace.com/paper/investigating-the-impact-of-code-generation-tools-chatgpt-2x2i7ix39o","","Proceedings Article","","Faisal Nizamudeen
Lorenzo Gatti
Nacir Bouali
Faizan Ahmed","10.5220/0012628000003693","",": In our rapidly evolving technological landscape, AI tools have gained substantial power and integration across various domains. Through interviews and surveys conducted at a University in the Netherlands, we investigated students’ perceptions of AI tools. Our results show that students generally have a positive attitude towards the adoption of AI technologies and feel that it enhances their learning experience. Furthermore, this research project examines the capabilities of AI-powered tools, namely GitHub Copilot and ChatGPT, in solving a variety of university-level assignments. By empirically evaluating the capabilities of these AI tools and offering insights to educators, this research project aims to assist them in designing programming exercises that encompass essential learning processes while accounting for students’ utilization of AI tools. The findings indicate that a majority of the exercises currently utilized by the examined university could be solved partially or entirely with the aid of these tools. This project highlights the importance of educators understanding the capabilities of AI tools, as well as students’ attitudes towards them, to effectively adapt their teaching methods and promote essential learning goals.","AI tools ChatGPT and GitHub Copilot are positively perceived by students and enhance their learning experience. They are capable of solving a majority of university-level programming assignments. Educators should consider the capabilities of these tools and adapt their teaching methods accordingly."
"Unveiling the Role of ChatGPT in Software Development: Insights from Developer-ChatGPT Interactions on GitHub","https://scispace.com/paper/unveiling-the-role-of-chatgpt-in-software-development-a3ktj2vreq5c","2025","Journal Article","arXiv.org","Ruiyin Li
Peng Liang
Yifei Wang
Yangxiao Cai
Weisong Sun
Zengyang Li","10.48550/arxiv.2505.03901","","The advent of Large Language Models (LLMs) has introduced a new paradigm in software engineering, with generative AI tools like ChatGPT gaining widespread adoption among developers. While ChatGPT's potential has been extensively discussed, there is limited empirical evidence exploring its real-world usage by developers. This study bridges this gap by conducting a large-scale empirical analysis of ChatGPT-assisted development activities, leveraging a curated dataset, DevChat, comprising 2,547 unique shared ChatGPT links collected from GitHub between May 2023 and June 2024. Our study examines the characteristics of ChatGPT's usage on GitHub (including the tendency, prompt turns distribution, and link descriptions) and identifies five categories of developers'purposes for sharing developer-ChatGPT conversations during software development. Additionally, we analyzed the development-related activities where developers shared ChatGPT links to facilitate their workflows. We then established a mapping framework among data sources, activities, and SE tasks associated with these shared ChatGPT links. Our study offers a comprehensive view of ChatGPT's application in real-world software development scenarios and provides a foundation for its future integration into software development workflows.","This study examines ChatGPT's usage in software development on GitHub, analyzing 2,547 shared links and identifying five developer purposes, mapping data sources to SE tasks, and providing insights into its real-world application and future integration."
"Managing Expectations Towards Ai Tools for Software Development: A Multiple-Case Study","https://scispace.com/paper/managing-expectations-towards-ai-tools-for-software-2p7itzbi9q","2024","Preprint","","Victor Vadmand Jensen
Adam Alami
Anders Bruun
John Stouby Persson","10.2139/ssrn.4821387","","Context: Software development organizations (SDOs) are increasingly working to adopt artificial intelligence (AI) tools, such as Github Copilot, for varied expectations. Nevertheless, we know little about how SDOs manage these expectations.Objective: This paper investigates how different SDOs expect AI tools to impact the work of software development, and how these expectations evolve with AI tool experiences.Method: A multiple-case study involving three SDOs. To elicit initial expectations towards AI tools, we collected data using semi-structured interviews and field visits. To assess the persistence of expectations towards AI tools, we collected data from meetings, a debriefing, and retrospectives on AI tools.Results: We found three expectations particular to one SDO; four shared between two SDOs; and six pervasive across all SDOs. Five expectations did not persist after experiential learning with AI tools, due to platform- and SDO-related factors.Conclusion: SDOs must scrutinize their expectations towards AI tools due to the variety and complexity of expectations towards AI tools. Some expectations are niche based on their compatibility with the unique SDOs' people- and structure-related aspects, while others are becoming mainstream for a broader types of SDOs. Recognizing factors that affect the persistence of expectations and how they manifest in the unique SDO will enable SDOs to form their initial expectations and understand how these might change during adoption of AI tools. ","SDOs manage their expectations towards AI tools for software development through various factors, including platform- and SDO-related factors. Some expectations persist while others do not, based on the unique characteristics of each SDO."
"Measuring the Runtime Performance of Code Produced with GitHub Copilot","https://scispace.com/paper/measuring-the-runtime-performance-of-code-produced-with-3pxgtndm","2023","Journal Article","arXiv.org","Sreeharsha Udayashankar
Meiyappan Nagappan
Samer Al-Kiswany","10.48550/arXiv.2305.06439","","GitHub Copilot is an artificially intelligent programming assistant used by many developers. While a few studies have evaluated the security risks of using Copilot, there has not been any study to show if it aids developers in producing code with better runtime performance. We evaluate the runtime performance of code produced when developers use GitHub Copilot versus when they do not. To this end, we conducted a user study with 32 participants where each participant solved two C++ programming problems, one with Copilot and the other without it and measured the runtime performance of the participants' solutions on our test data. Our results suggest that using Copilot may produce code with a significantly slower runtime performance.","In this article , the authors conducted a user study with 32 participants where each participant solved two C++ programming problems, one with Copilot and the other without it, and measured the runtime performance of the participants' solutions on our test data."
"Rocks Coding, Not Development-A Human-Centric, Experimental Evaluation of LLM-Supported SE Tasks","https://scispace.com/paper/rocks-coding-not-development-a-human-centric-experimental-25xozw2x2s","2024","Journal Article","arXiv.org","Wei Wang
Huilong Ning
Gaowei Zhang
Libo Liu
Yi Wang","10.48550/arxiv.2402.05650","","Recently, large language models (LLM) based generative AI has been gaining momentum for their impressive high-quality performances in multiple domains, particularly after the release of the ChatGPT. Many believe that they have the potential to perform general-purpose problem-solving in software development and replace human software developers. Nevertheless, there are in a lack of serious investigation into the capability of these LLM techniques in fulfilling software development tasks. In a controlled 2 $\times$ 2 between-subject experiment with 109 participants, we examined whether and to what degree working with ChatGPT was helpful in the coding task and typical software development task and how people work with ChatGPT. We found that while ChatGPT performed well in solving simple coding problems, its performance in supporting typical software development tasks was not that good. We also observed the interactions between participants and ChatGPT and found the relations between the interactions and the outcomes. Our study thus provides first-hand insights into using ChatGPT to fulfill software engineering tasks with real-world developers and motivates the need for novel interaction mechanisms that help developers effectively work with large language models to achieve desired outcomes.","While ChatGPT performed well in solving simple coding problems, its performance in supporting typical software development tasks was not that good and motivates the need for novel interaction mechanisms that help developers effectively work with large language models to achieve desired outcomes."
"ChatGPT Based Best Practices for Pair Programming","https://scispace.com/paper/chatgpt-based-best-practices-for-pair-programming-nnywnube7h9d","2025","Journal Article","","Mehmet Safa Gökalp
Ayça Kolukısa","10.1109/ubmk67458.2025.11206910","","The integration of large language models (LLMs) like ChatGPT into software engineering workflows has sparked interest in their capacity to assist with programming tasks. While these models are often praised for enhancing productivity and reducing cognitive effort, their limitations, particularly in handling complex logic, remain underexplored. This study investigates the practical effects of ChatGPT support in a structured programming environment by applying an exploratory case study with two embedded scenarios: one with ChatGPT assistance and one without. The same task was attempted under both conditions, allowing for a direct comparison of solution correctness, efficiency, and error resolution. Results show that ChatGPT can help generate accurate code and reduce completion time for moderately complex tasks. At the same time, its effectiveness may vary based on the nature of the error and the complexity of the problem. This case study contributes to the growing body of empirical evidence on how generative AI tools affect software development processes in real-world conditions.","This study investigates ChatGPT's impact on pair programming, finding it can generate accurate code and reduce completion time for moderately complex tasks, but its effectiveness varies based on error nature and problem complexity."
"An Analysis Method for the Impact of GenAI Code Suggestions on Software Engineers’ Thought Processes","https://scispace.com/paper/an-analysis-method-for-the-impact-of-genai-code-suggestions-50l6s1bvpg","2024","Journal Article","","Takahiro Yonekawa
Hiroko Yamano
Ichiro Sakata","10.1609/aaaiss.v3i1.31257","","Interactive generative AI can be used in software programming to generate sufficient quality of code. Software developers can utilize the output code of generative AI as well as website resources from search engine results. In this research, we present a framework for defining states of programming activity and for capturing the actions of developers in a time series.
We also describe a scheme for analyzing the thought process of software developers by using a graph structure to describe state transitions. By applying these means, we showed that it is feasible to analyze the effects of changes in the development environment on programming activities.","A framework for analyzing the impact of GenAI code suggestions on software engineers’ thought processes is presented. The framework captures the states of programming activity and analyzes the thought process by using a graph structure to describe state transitions."
"How Can Copilot Assist in Creating Accessible Websites? An Empirical Study","https://scispace.com/paper/how-can-copilot-assist-in-creating-accessible-websites-an-ldrme01yci9f","2025","Journal Article","","Luciano A. Teran
Thayssa A. da Rocha
Ingrid M. M. da Silva
Marcelle P. Mota
Cleidson R. B. de Souza
Luciano A. Teran
Thayssa A. da Rocha
Ingrid M. M. da Silva
Marcelle P. Mota
Cleidson R. B. de Souza","10.5753/ihc.2025.10811","","Introduction: Software developers have used intelligent coding assistants to aid their development efforts. Objective: We investigated GitHub Copilot’s support for creating accessible software applications. We explored its capacity to generate code suggestions that adhere to accessibility best practices during the development of a web application. Methodology: We analyzed the results using an inspection tool and the content of development diaries. Results: Our results indicate that the assistant provides limited accessibility support, exhibiting three distinct behaviors: in some cases, it generates code that adheres to accessibility criteria autonomously, while in others, it requires detailed prompting. Furthermore, in some cases, it does not even provide accessibility support when explicitly requested by the developer. ",""
"Students' Perspective on AI Code Completion: Benefits and Challenges","https://scispace.com/paper/students-perspective-on-ai-code-completion-benefits-and-1avtwrzj59","2023","Journal Article","arXiv.org","Wannita Takerngsaksiri
Cleshan Warusavitarne
Christian Yaacoub
Matthew Hee Keng Hou
Chakkrit Tantithamthavorn","10.48550/arxiv.2311.00177","","AI Code Completion (e.g., GitHub's Copilot, Amazon CodeWhisperer) has revolutionized the way in which computer science students interact with programming languages. However, these tools are not available for free public use, preventing us from conducting our research. In addition, AI code completion has been studied from developers' perspective, not students' perspective who represent the future generation of our digital world. In this article, we investigated the benefits, challenges, and expectations of AI code completion from students' perspectives and introduced AutoAurora, an AI code completion tool integrated into the Visual Studio Code Extension as a research instrument. Through an interview study with ten participants, we found that AI code completion enhanced students' productivity and efficiency by providing correct syntax suggestions, offering alternative solutions, and functioning as a coding tutor. However, the over-reliance on AI code completion may lead to a surface-level understanding of programming concepts, diminishing problem-solving skills and restricting creativity. In the future, AI code completion must be explainable to facilitate the learning of coding concepts.","It is found that AI code completion enhanced students' productivity and efficiency by providing correct syntax suggestions, offering alternative solutions, and functioning as a coding tutor, but the over-reliance onAI code completion may lead to a surface-level understanding of programming concepts, diminishing problem-solving skills and restricting creativity."
"Poisoned ChatGPT Finds Work for Idle Hands: Exploring Developers' Coding Practices with Insecure Suggestions from Poisoned AI Models","https://scispace.com/paper/poisoned-chatgpt-finds-work-for-idle-hands-exploring-2zv9s4d6jd","2023","Journal Article","arXiv.org","Sanghak Oh
Kiho Lee
Seonhye Park
Doowon Kim
Hyoungshick Kim","10.48550/arxiv.2312.06227","","AI-powered coding assistant tools have revolutionized the software engineering ecosystem. However, prior work has demonstrated that these tools are vulnerable to poisoning attacks. In a poisoning attack, an attacker intentionally injects maliciously crafted insecure code snippets into training datasets to manipulate these tools. The poisoned tools can suggest insecure code to developers, resulting in vulnerabilities in their products that attackers can exploit. However, it is still little understood whether such poisoning attacks against the tools would be practical in real-world settings and how developers address the poisoning attacks during software development. To understand the real-world impact of poisoning attacks on developers who rely on AI-powered coding assistants, we conducted two user studies: an online survey and an in-lab study. The online survey involved 238 participants, including software developers and computer science students. The survey results revealed widespread adoption of these tools among participants, primarily to enhance coding speed, eliminate repetition, and gain boilerplate code. However, the survey also found that developers may misplace trust in these tools because they overlooked the risk of poisoning attacks. The in-lab study was conducted with 30 professional developers. The developers were asked to complete three programming tasks with a representative type of AI-powered coding assistant tool, running on Visual Studio Code. The in-lab study results showed that developers using a poisoned ChatGPT-like tool were more prone to including insecure code than those using an IntelliCode-like tool or no tool. This demonstrates the strong influence of these tools on the security of generated code. Our study results highlight the need for education and improved coding practices to address new security issues introduced by AI-powered coding assistant tools.","The in-lab study results showed that developers using a poisoned ChatGPT-like tool were more prone to including insecure code than those using an IntelliCode- like tool or no tool, demonstrating the strong influence of these tools on the security of generated code."
"AI Coding Tools in Bilingual Software Development: A Survey of Spanish-Speaking Developers","https://scispace.com/paper/ai-coding-tools-in-bilingual-software-development-a-survey-u8z0719khjq8","2025","Journal Article","","Miguel Botto-Tobar
Alexander Serebrenik
Mark van den Brand","10.1145/3696630.3731670","","AI coding tools can boost software-development productivity, yet their English-dominated training data pose challenges for non-English-speaking developers. In Ecuador's bilingual context—Spanish drives workflows while English is essential for APIs and documentation—these tools fail to parse non-English code elements, including Spanish identifiers, causing inefficiency and mistrust. This study investigates perceptions and challenges among 65 developers—45 Spanish-survey (ES) and 20 English-survey (EN) respondents, all native Spanish speakers with varying English skills. Using mixed methods we surveyed tool usage, linguistic barriers, and desired enhancements. Participants use AI assistants to automate routine tasks but report issues when suggestions span multiple files or ignore local naming conventions. ES respondents abandon recommendations more often than EN peers (25% vs 17.9%), indicating linguistic inequities rather than programming expertise. Qualitative analyzes highlight three needs: (i) multilingual NLP that understands hybrid Spanish-English code, (ii) context-aware generation that adapts to regional API norms, and (iii) transparent feedback that exposes provenance and confidence for verification. We argue that balanced Spanish-English corpora and bilingual tokenisers are pragmatic steps toward these goals, enabling automation while preserving developers' reasoning skills. Though limited by a modest convenience sample and self-reported practices, this work provides the first empirical snapshot of AI coding-tool adoption in Latin America and underscores the need for inclusive, context-sensitive tools to foster equitable software-engineering advancement globally.","This study investigates AI coding tool adoption among 65 Ecuadorian developers, revealing linguistic barriers and inequities in tool usage, and highlighting the need for multilingual NLP, context-aware generation, and transparent feedback to promote inclusive software development."
"How I Learned to Stop Worrying and Love ChatGPT","https://scispace.com/paper/how-i-learned-to-stop-worrying-and-love-chatgpt-3gm1iyqs5r","2024","Journal Article","","Piotr Przymus
Mikołaj Fejzer
Jakub Narebski
Krzysztof Stencel","10.1145/3643991.3645073","","In the dynamic landscape of software engineering, the emergence of ChatGPT-generated code signifies a distinctive and evolving paradigm in development practices. We delve into the impact of interactions with ChatGPT on the software development process, specifically analysing its influence on source code changes. Our emphasis lies in aligning code with ChatGPT conversations, separately analysing the user-provided context of the code and the extent to which the resulting code has been influenced by ChatGPT. Additionally, employing survival analysis techniques, we examine the longevity of ChatGPT-generated code segments in comparison to lines written traditionally. The goal is to provide valuable insights into the transformative role of ChatGPT in software development, illuminating its implications for code evolution and sustainability within the ecosystem.CCS CONCEPTS• Software and its engineering → Software prototyping; Software evolution; Automatic programming.","This study examines the impact of ChatGPT-generated code on software development, analyzing its influence on source code changes, code longevity, and sustainability, providing insights into ChatGPT's transformative role in software development and its implications for code evolution."
